path,label
SPY_classification_2/SPY_e44528a4b2204711ac29a994aa9032a4.png,1
SPY_classification_2/SPY_d79f08656ddd42228f394c7458026a54.png,1
SPY_classification_2/SPY_844cc3a0a7164787a0534871bbf21df5.png,1
SPY_classification_2/SPY_f2f46bde96104cc1a169637be8279d84.png,2
SPY_classification_2/SPY_e6755bbc8ce642be900b4379ec7ddbca.png,1
SPY_classification_2/SPY_8a8b5883884a452588c8e5b21e2bbbb7.png,1
SPY_classification_2/SPY_b4d130de15f74e83aac99306ededa961.png,1
SPY_classification_2/SPY_71e0e54dfce44171a2f169e33175e823.png,1
SPY_classification_2/SPY_f5a38860c3224c9f92da9789e3656b76.png,1
SPY_classification_2/SPY_ae6b733bd5af492c88b7ce7ca775bd34.png,1
SPY_classification_2/SPY_b8853693d1b44eacb87c77f8260e68c2.png,1
SPY_classification_2/SPY_d25c7254862a41b1a312364b6d5558de.png,1
SPY_classification_2/SPY_ca2d4261dd624479b3f4c1b374cc9028.png,1
SPY_classification_2/SPY_10a7bcfc5512432a9a53d28c8bdad3b3.png,0
SPY_classification_2/SPY_130f402dae594d8a88a99f3d10e9ddd3.png,1
SPY_classification_2/SPY_89349b9e6e8641d693c6e0ca518e47cb.png,0
SPY_classification_2/SPY_c0d94655025c49369b5899d0f8b952e0.png,1
SPY_classification_2/SPY_66062678ba574fd58014188faf83456d.png,1
SPY_classification_2/SPY_202dd0253bb14295b77c44b67f15a258.png,1
SPY_classification_2/SPY_8244d0cecf3a42108cccdcbd39b88e19.png,1
SPY_classification_2/SPY_d0439a2f3bc64dfe90505abe618be5d1.png,1
SPY_classification_2/SPY_b897823784934d7cbfd6105b4abc2137.png,2
SPY_classification_2/SPY_a315bd571ea14ca5a4c5bf66daf810b3.png,1
SPY_classification_2/SPY_2619db891b5d4228aa3582730241f0ed.png,2
SPY_classification_2/SPY_de6c3dcc261a46dfb6334b77a84e3aa3.png,1
SPY_classification_2/SPY_ee7667f31e9c4d05aadf62743edc573b.png,1
SPY_classification_2/SPY_29328321fffe4e5699ca6d810f718a4e.png,2
SPY_classification_2/SPY_3dfaa37767e24ea18eaf9095a616bdd1.png,1
SPY_classification_2/SPY_d0452294fc8349d7868075ee3fff0a2f.png,1
SPY_classification_2/SPY_2cd6e527340d4136a922b75e6fb56c03.png,1
SPY_classification_2/SPY_d98cc3c5fe5f4e6a82a628e4a9ab15c7.png,1
SPY_classification_2/SPY_d7517d1f9bae4768babeeb904d339009.png,1
SPY_classification_2/SPY_7249ada179df47daa0be99be6e5b1272.png,1
SPY_classification_2/SPY_12424947b8e5449e8905e9c9872259a4.png,2
SPY_classification_2/SPY_075672b145cd48a1abfe2639923c2e49.png,1
SPY_classification_2/SPY_0977e35acc144f40a89049d15e58d524.png,1
SPY_classification_2/SPY_679c8b4e405f49a88fb2bb0796d46740.png,1
SPY_classification_2/SPY_6b3449917d1d4460aa4a7ee90ec46a76.png,1
SPY_classification_2/SPY_b2bc71582d3742e7a974ce0d066c9286.png,1
SPY_classification_2/SPY_dceb70754c954808936778ca39a60a18.png,2
SPY_classification_2/SPY_e689a44c2c6b46a7a7e3e55342c91763.png,1
SPY_classification_2/SPY_6ec182e97dd448348c8283848a95bb2b.png,1
SPY_classification_2/SPY_8044d5c203c2448f8bb3b98fc345fe3b.png,1
SPY_classification_2/SPY_94b60708c0494e40ae616f797c715bc3.png,1
SPY_classification_2/SPY_5276532edf0b4e82825120b7be0c754c.png,1
SPY_classification_2/SPY_3bcc450d18e54a2191783ddfacf79cf2.png,1
SPY_classification_2/SPY_6e11abb47ffe48c48fa29c84f3fea1fc.png,1
SPY_classification_2/SPY_c5ae66d2598b49349048f278518be0e8.png,1
SPY_classification_2/SPY_babb2e2d7d5f400c969d8bd300febd4c.png,2
SPY_classification_2/SPY_3c8141cf4e7a4b46a4d05c82007b1ac9.png,0
SPY_classification_2/SPY_43efa426b5154b64ba6a9a113ce5cccc.png,1
SPY_classification_2/SPY_55eb7fe03aa24f2ba2d277c2b19a692c.png,1
SPY_classification_2/SPY_4a0fabe7cb974ab4ac0bb4ceb7a8ea14.png,1
SPY_classification_2/SPY_683c019f3e5949a3bbb66decc1d23c31.png,1
SPY_classification_2/SPY_82995109714441158a8f245a1f7bdbfb.png,1
SPY_classification_2/SPY_1b3f17eba03d48f1bcc1b364d5083e81.png,1
SPY_classification_2/SPY_3e58104f15ce4620a789d652c3613b24.png,1
SPY_classification_2/SPY_654201c2d03f4fa2b34e3109642fa130.png,1
SPY_classification_2/SPY_b7f1991c14724ec4a36d1acb93feda41.png,1
SPY_classification_2/SPY_79a1f3be9d0d487081ee65d34832b5b2.png,1
SPY_classification_2/SPY_0899359d7a464a27a7fa278b2db85908.png,1
SPY_classification_2/SPY_bb229d44761743c3b42f5e9c29db441a.png,1
SPY_classification_2/SPY_88a9b6c5da0e46f1ada7925cde4b6aac.png,1
SPY_classification_2/SPY_1081a47312574ff4b226e2b1d3588d92.png,2
SPY_classification_2/SPY_e1ba6d52c672473da8ef2e7c16e7ca61.png,1
SPY_classification_2/SPY_8e223a26c6c4460ea3d9424eeef00cb2.png,1
SPY_classification_2/SPY_1466565db1c2443ebd3a41a72bb62dd1.png,1
SPY_classification_2/SPY_ac8911e4fb76457dad1b273ebacf9391.png,1
SPY_classification_2/SPY_34062e1b58b54a8991c5edf20eef9cbd.png,1
SPY_classification_2/SPY_e5be84a75eb342a48c1954dd4654ac2d.png,1
SPY_classification_2/SPY_2d11f61745ba4cda81ed11d5b13e616b.png,1
SPY_classification_2/SPY_3347f66bb0dc4af2bb3dc745959932f2.png,1
SPY_classification_2/SPY_eab594b614e54f89b79cf3341ea41875.png,1
SPY_classification_2/SPY_0590c7b3709c48ce86a9af24431e3ae3.png,1
SPY_classification_2/SPY_7d5a7d88825f4dd2a0e10d29d70216d6.png,1
SPY_classification_2/SPY_01b0ef927a7041faacd6d57be440ba94.png,1
SPY_classification_2/SPY_3090f21fa6d1410d8bad8a3bf325ddec.png,1
SPY_classification_2/SPY_f221168cfffd49dd94183e36ca5cae0c.png,1
SPY_classification_2/SPY_7cb05381fbbe40ea951f8bbccf303a13.png,1
SPY_classification_2/SPY_52232726a70e4888860c7feb63b6e50f.png,1
SPY_classification_2/SPY_ec357adf8176450692f958afafd1f3c2.png,1
SPY_classification_2/SPY_184a1bb0b5394160bbdffb1da765f190.png,1
SPY_classification_2/SPY_cd05d412a8a34c5393a1d1b6c98fa6f6.png,1
SPY_classification_2/SPY_690ed2edceb34140a2bd76e02e426945.png,1
SPY_classification_2/SPY_4871ecad1f0549549d03d68747bca834.png,1
SPY_classification_2/SPY_26ef5cdb11e24a6ea6c6701b1df0498b.png,0
SPY_classification_2/SPY_a665d124f96840ed9c2d73c57f50c423.png,1
SPY_classification_2/SPY_cecccd9978a349bdb2127c96cc765256.png,1
SPY_classification_2/SPY_20e2345261344235896084407e025dc7.png,1
SPY_classification_2/SPY_fa598b57c08a41d19bedd402e4a6cafc.png,2
SPY_classification_2/SPY_e0d6b521694546a9910c2cd59424f47d.png,1
SPY_classification_2/SPY_c3862819ca7d4997b40caee6615f3667.png,1
